scale_init,scale_hr,scale_EmaxRV,scale_EoffsetRV,scale_EmaxLV,scale_EoffsetLV,scale_Cao,scale_SVR,scale_PVR,scale_systemicC,scale_Raov
1.20424392395,0.8866195379999999,5.2424036561000005,4.99437569815,2.6498807619999996,10.236669439249999,2.9059505891499997,0.79716339865,2.80101708775,1.1349413921499998,1.5578689188
1.38108959825,1.1100819924,5.0752455815,5.19972368725,2.6528203107999997,8.75516968925,2.4755448203499997,0.96904009885,2.57689653025,1.0200673385499999,1.5680054603999998
1.22525150945,1.0501590995999999,6.4192640399,4.72758500365,2.73439279,9.74481152225,2.9956184576499996,0.84607364935,2.53133759725,1.0387038206499999,1.5644797067999998
1.2294530265499999,1.0557768708,5.1174572165,5.788280128449999,2.4507263308,10.33741142225,2.5276375820499997,0.90520807675,2.38069918975,1.0863643322499998,1.653064266
1.10187968915,1.0713817907999998,5.1985035557,6.030817123449999,2.2133577652,8.54479672475,2.7769996544499995,0.87260124295,2.80322155225,1.0567292705499998,1.3895141843999999
1.4509875645499999,1.1806162307999999,4.8050911175,5.07683827645,2.6131364019999994,10.06777846775,2.7761456747499995,0.89083896355,2.6408260007499997,0.9088594781499999,1.2722828771999999
1.22907107045,1.097285958,6.272367550099999,5.36626575715,2.6895646708,9.94629548825,2.7419864867499997,1.05110984155,2.69593761325,0.9546868931499999,1.5102712451999998
1.33067139305,1.1622024251999998,5.8789551119,4.58691354655,2.3110977628,10.941863320249999,2.9281540613499994,0.81015086635,2.0845661252500003,0.9644634083499999,1.3414757915999997
1.30813598315,1.0751269715999998,4.9317260225,4.84561967455,2.6035828683999998,8.92998665975,3.1407950066499994,1.01933199505,2.46299919775,1.1606047445499998,1.4644364483999999
1.18629198725,1.1781194436,5.4483964349,5.4454945088499995,2.4933497883999998,10.405560410749999,2.56435870915,0.84248137105,2.15657863225,1.1019456533499998,1.4776580244
1.3215044466499999,1.1709411803999998,5.3082538067,5.64599175805,2.4639543003999997,10.09148246375,3.2082594029499996,0.81346681555,2.80983494575,0.9510206999499999,1.4150758979999998
1.33372704185,1.0642035276,5.1242110781,5.4050716763499995,2.8108210587999998,10.663341367249998,2.9247381425499994,1.05387313255,2.16760095475,0.9250518314499999,1.4327046659999998
1.22677933385,1.0089621108,4.992510776900001,4.85855498095,2.153831902,10.23370643975,2.5344694196499997,0.82479630865,2.0919143402500002,1.0044860174499999,1.2833008571999998
1.22410564115,1.1278716011999999,4.8017141867,4.78579388245,2.2258508476,10.08259346525,2.9495035538499996,1.04143832305,2.53354206175,1.02556662835,1.6323504636
1.17636112865,1.0554647724,5.5294427741,5.734921989549999,2.1369294964,9.03369164225,3.1510427630499995,0.86182440805,2.5835099237500003,1.1709922919499998,1.6587936155999998
1.30889989535,0.9221987556,5.6915354525,5.2757186123499995,2.2096833291999998,9.798145513249999,2.4208901195499997,0.91902453175,2.62245546325,1.09736291185,1.5301036091999998
1.39102045685,1.0869867108,5.3166961337,5.67994693735,2.7953884276,10.153705453249998,2.9196142643499994,0.85989010435,2.66434028875,0.9097760264499999,1.2996074675999998
1.42921606685,1.0014717491999998,5.5581466859,5.73815581615,2.64253189,10.583340380749998,2.9110744673499998,1.03231946275,2.32191346975,1.0054025657499999,1.4133130211999998
1.39484001785,1.0667003147999998,4.8945797837,5.34524588425,2.5646338467999996,8.73739169225,3.1741002149499993,0.97788263005,2.79954744475,1.1355524243499997,1.5420030275999999
1.4231047692499998,1.0963496628,5.5395735665,5.39860402315,2.2140926523999997,10.38778241375,3.2586442052499995,0.98948845225,2.4968009867500003,0.94277176525,1.4476891187999998
1.26497494385,0.9793127627999999,6.015720809299999,5.586165965949999,2.3081582139999997,10.18037244875,3.0357555035499995,0.85602149695,2.34836704375,1.00265292085,1.6138402571999997
1.08621948905,1.0932286787999999,6.4057563167,6.177956233749999,2.2008646828,9.14924862275,2.8820391575499995,0.9671057951500001,2.3674724027500003,1.07017197895,1.4247717203999999
1.15191593825,1.1778073452,5.9431167971,5.04126618385,2.6285690332,10.57741438175,2.5301995211499997,1.05249148705,2.71651261525,1.0985849762499997,1.4741322707999998
1.2565719096499999,1.1746863612,5.1107033549,5.4535790753499995,2.6689878291999998,9.49295656475,2.8530038477499997,0.8916679508500001,2.43654562375,1.0109018555499998,1.3383907571999998
1.34709550535,1.1166360588,6.4108217129,5.32584292465,2.5403825691999997,11.17001428175,2.43626175415,1.00634452735,2.7539885117500003,1.1398296497499998,1.5424437467999998
1.43609127665,0.8900526203999999,5.1258995435,5.50693721425,2.1876367132,11.143347286249998,2.45675726695,0.91764288625,2.42258401525,1.1526613259499998,1.4763358667999997
1.3646654859499998,1.0414203443999999,5.5074927239,5.09139049615,2.6101968531999997,10.725564356749999,3.0442953005499995,0.98561984485,2.36894204575,1.0005143081499999,1.6345540595999997
1.19507697755,0.9153325908,6.0309169978999995,5.917633192449999,2.3265303939999997,8.72850269375,3.0741845900499998,0.79799238595,2.27708935825,0.92627389585,1.3586638403999998
1.4200491204499999,1.0095863076,6.3888716627,4.77770931595,2.8100861715999996,8.56850072075,3.2688919616499996,0.79854504415,2.51223223825,1.03198246645,1.6627600883999998
1.4464040913499998,1.1075852052,4.8304180985,5.1140272823499995,2.2045391188,9.20850861275,2.51568186625,0.82673061235,2.33734472125,1.0228169834499998,1.5754976868
1.3073720709499999,0.9877394195999999,6.4564102787,4.59661502635,2.4058982116,9.88407249875,2.50287217075,0.94997339095,2.64523492975,1.06039546375,1.5724126523999997
1.24702300715,1.0623309371999998,5.4990503968999995,5.18032072765,2.5286243739999996,9.78036751625,2.7445484258499997,0.9115636460500001,2.14041255925,1.1291365862499998,1.4957275115999997
1.3314353052499999,0.8956703916,6.3534138893,4.72273426375,2.4779171572,8.51516672975,2.8760612996499995,1.02458224795,2.60481974725,0.8941947053499999,1.2493654788
1.26421103165,1.1668839011999999,5.7590740684999995,5.602335098949999,2.5896200116,8.72553969425,3.1877638901499994,1.03922769025,2.27635453675,1.07689333315,1.5490545347999998
1.31844879785,1.0314331956,6.233532845899999,5.843255180649999,2.16485521,9.445548572749999,2.7974951672499997,0.95992123855,2.13012505825,0.92963457295,1.6420462859999998
1.27987123175,1.1041521228,5.6206199057,4.84723658785,2.6079921915999997,10.26629943425,3.0135520313499997,0.84165238375,2.68197600475,1.06711681795,1.3595452787999998
1.4227228131499998,1.0139556852,5.3302038569,5.11241036905,2.4860009164,10.02037047575,2.9392557974499995,0.87702250855,2.42184919375,0.86853135295,1.6825924523999998
1.4433484425499998,0.9306254124,6.3635446817,5.03641544395,2.7152857227999996,9.510734561749999,2.5805843234499997,0.79357112035,2.38951704775,0.8703644495499999,1.3829033963999997
1.21035522155,1.0092742092,5.2592883101000005,6.195742280049999,2.4521961051999996,8.41146174725,3.1314012299499994,0.82203301765,2.77603315675,0.9595751507499999,1.289470926
1.3383105150499999,1.16906859,5.5243773779,5.95482219835,2.1119433316,8.85591167225,2.49604033315,0.97871161735,2.36159383075,1.0940022347499998,1.4882352851999998
1.2126469581500001,1.1937243636,5.6172429749,4.70656513075,2.1450132556,9.35665858775,2.9904945794499995,0.88282541965,2.5129670597500002,1.11508284565,1.5984150851999999
1.43838301325,1.1428523244,5.4906080699,5.1382809818499995,2.6146061763999997,10.295929429249998,3.2526663473499995,1.03342477915,2.27561971525,0.8899174799499999,1.3388314763999998
1.1377835625500001,1.0198855547999999,4.7865179981,6.147234881049999,2.4690985108,10.28111443175,2.61901340995,0.97429035175,2.7606019052499997,1.0548961739499998,1.3983285683999997
1.29094795865,0.9381157739999999,4.8287296331,4.62895329235,2.087692054,10.334448422749999,2.7829775123499996,0.88697035615,2.50120991575,0.9611027312499999,1.2974038715999998
1.35588049565,1.1459733084,4.8591220103,5.29512157195,2.3133024244,9.36851058575,2.6318231054499996,0.81208517005,2.76354119125,0.8728085783499999,1.4498927147999998
